"","depvar","icca","occa","income","ich","och","idx.id1","idx.id2","inc.room","inc.cooling","int.cooling","cooling.modes","room.modes"
"78",FALSE, 0.00,0.00,50,27.68,4.03, 12,ec, 0, 0,0,FALSE,FALSE
"79",FALSE,21.24,2.47,50, 9.97,4.03, 12,ecc, 0,50,1,TRUE,FALSE
"80",FALSE, 0.00,0.00,50, 6.77,4.76, 12,er,50, 0,0,FALSE,TRUE
"81",FALSE,21.24,2.47,50, 9.16,4.76, 12,erc,50,50,1,TRUE,TRUE
"82",FALSE, 0.00,0.00,50,23.89,2.61, 12,gc, 0, 0,0,FALSE,FALSE
"83",TRUE,21.24,2.47,50, 7.41,2.61, 12,gcc, 0,50,1,TRUE,FALSE
"84",FALSE,21.24,2.47,50,10.94,1.38, 12,hpc, 0,50,1,TRUE,FALSE
"85",FALSE, 0.00,0.00,70,22.93,3.64, 13,ec, 0, 0,0,FALSE,FALSE
"86",FALSE,29.06,1.82,70, 8.17,3.64, 13,ecc, 0,70,1,TRUE,FALSE
"87",FALSE, 0.00,0.00,70, 5.93,4.08, 13,er,70, 0,0,FALSE,TRUE
"88",FALSE,29.06,1.82,70, 7.21,4.08, 13,erc,70,70,1,TRUE,TRUE
"89",FALSE, 0.00,0.00,70,21.87,2.29, 13,gc, 0, 0,0,FALSE,FALSE
"90",TRUE,29.06,1.82,70, 5.84,2.29, 13,gcc, 0,70,1,TRUE,FALSE
"91",FALSE,29.06,1.82,70, 8.38,1.70, 13,hpc, 0,70,1,TRUE,FALSE
"92",FALSE, 0.00,0.00,50,25.59,5.21, 14,ec, 0, 0,0,FALSE,FALSE
"93",FALSE,18.06,2.55,50,11.19,5.21, 14,ecc, 0,50,1,TRUE,FALSE
"94",FALSE, 0.00,0.00,50, 9.30,3.80, 14,er,50, 0,0,FALSE,TRUE
"95",FALSE,18.06,2.55,50, 7.87,3.80, 14,erc,50,50,1,TRUE,TRUE
"96",FALSE, 0.00,0.00,50,25.88,2.14, 14,gc, 0, 0,0,FALSE,FALSE
"97",TRUE,18.06,2.55,50, 8.02,2.14, 14,gcc, 0,50,1,TRUE,FALSE
"98",FALSE,18.06,2.55,50,11.31,1.61, 14,hpc, 0,50,1,TRUE,FALSE
"99",FALSE, 0.00,0.00,50,30.49,4.20, 15,ec, 0, 0,0,FALSE,FALSE
"100",FALSE,20.80,2.81,50, 9.54,4.20, 15,ecc, 0,50,1,TRUE,FALSE
"101",FALSE, 0.00,0.00,50, 8.21,4.43, 15,er,50, 0,0,FALSE,TRUE
"102",FALSE,20.80,2.81,50, 6.97,4.43, 15,erc,50,50,1,TRUE,TRUE
"103",FALSE, 0.00,0.00,50,26.44,1.95, 15,gc, 0, 0,0,FALSE,FALSE
"104",TRUE,20.80,2.81,50, 9.28,1.95, 15,gcc, 0,50,1,TRUE,FALSE
"105",FALSE,20.80,2.81,50,12.67,1.75, 15,hpc, 0,50,1,TRUE,FALSE
"106",FALSE, 0.00,0.00,60,25.13,3.75, 16,ec, 0, 0,0,FALSE,FALSE
"107",FALSE,24.98,1.89,60, 9.20,3.75, 16,ecc, 0,60,1,TRUE,FALSE
"108",FALSE, 0.00,0.00,60, 9.84,4.18, 16,er,60, 0,0,FALSE,TRUE
"109",FALSE,24.98,1.89,60, 7.09,4.18, 16,erc,60,60,1,TRUE,TRUE
"110",FALSE, 0.00,0.00,60,22.86,2.32, 16,gc, 0, 0,0,FALSE,FALSE
"111",TRUE,24.98,1.89,60, 8.33,2.32, 16,gcc, 0,60,1,TRUE,FALSE
"112",FALSE,24.98,1.89,60,10.12,1.18, 16,hpc, 0,60,1,TRUE,FALSE
"113",FALSE, 0.00,0.00,60,25.91,4.71, 17,ec, 0, 0,0,FALSE,FALSE
"114",FALSE,25.63,2.61,60, 6.57,4.71, 17,ecc, 0,60,1,TRUE,FALSE
"115",FALSE, 0.00,0.00,60, 6.79,4.44, 17,er,60, 0,0,FALSE,TRUE
"116",FALSE,25.63,2.61,60, 7.88,4.44, 17,erc,60,60,1,TRUE,TRUE
"117",FALSE, 0.00,0.00,60,17.73,2.05, 17,gc, 0, 0,0,FALSE,FALSE
"118",TRUE,25.63,2.61,60, 6.12,2.05, 17,gcc, 0,60,1,TRUE,FALSE
"119",FALSE,25.63,2.61,60, 9.57,1.46, 17,hpc, 0,60,1,TRUE,FALSE
"120",FALSE, 0.00,0.00,20,16.64,4.05, 18,ec, 0, 0,0,FALSE,FALSE
"121",FALSE,22.90,2.63,20, 6.22,4.05, 18,ecc, 0,20,1,TRUE,FALSE
"122",FALSE, 0.00,0.00,20, 7.69,3.68, 18,er,20, 0,0,FALSE,TRUE
"123",FALSE,22.90,2.63,20, 6.56,3.68, 18,erc,20,20,1,TRUE,TRUE
"124",TRUE, 0.00,0.00,20,17.16,2.30, 18,gc, 0, 0,0,FALSE,FALSE
"125",FALSE,22.90,2.63,20, 5.63,2.30, 18,gcc, 0,20,1,TRUE,FALSE
"126",FALSE,22.90,2.63,20, 8.25,1.71, 18,hpc, 0,20,1,TRUE,FALSE
"127",FALSE, 0.00,0.00,30,25.55,3.70, 19,ec, 0, 0,0,FALSE,FALSE
"128",FALSE,25.50,2.23,30, 8.33,3.70, 19,ecc, 0,30,1,TRUE,FALSE
"129",FALSE, 0.00,0.00,30, 8.59,5.27, 19,er,30, 0,0,FALSE,TRUE
"130",FALSE,25.50,2.23,30, 7.30,5.27, 19,erc,30,30,1,TRUE,TRUE
"131",FALSE, 0.00,0.00,30,21.72,2.10, 19,gc, 0, 0,0,FALSE,FALSE
"132",TRUE,25.50,2.23,30, 6.92,2.10, 19,gcc, 0,30,1,TRUE,FALSE
"133",FALSE,25.50,2.23,30,11.09,1.42, 19,hpc, 0,30,1,TRUE,FALSE
"134",FALSE, 0.00,0.00,30,28.08,3.78, 20,ec, 0, 0,0,FALSE,FALSE
"135",FALSE,20.80,2.84,30,11.37,3.78, 20,ecc, 0,30,1,TRUE,FALSE
"136",FALSE, 0.00,0.00,30,10.61,4.85, 20,er,30, 0,0,FALSE,TRUE
"137",FALSE,20.80,2.84,30, 9.09,4.85, 20,erc,30,30,1,TRUE,TRUE
"138",FALSE, 0.00,0.00,30,26.95,2.26, 20,gc, 0, 0,0,FALSE,FALSE
"139",TRUE,20.80,2.84,30, 8.29,2.26, 20,gcc, 0,30,1,TRUE,FALSE
"140",FALSE,20.80,2.84,30,11.19,1.50, 20,hpc, 0,30,1,TRUE,FALSE
"141",FALSE, 0.00,0.00,30,27.89,2.84, 21,ec, 0, 0,0,FALSE,FALSE
"142",FALSE,25.21,2.25,30, 8.33,2.84, 21,ecc, 0,30,1,TRUE,FALSE
"143",FALSE, 0.00,0.00,30, 7.33,3.50, 21,er,30, 0,0,FALSE,TRUE
"144",FALSE,25.21,2.25,30, 7.34,3.50, 21,erc,30,30,1,TRUE,TRUE
"145",FALSE, 0.00,0.00,30,32.54,2.16, 21,gc, 0, 0,0,FALSE,FALSE
"146",TRUE,25.21,2.25,30, 9.81,2.16, 21,gcc, 0,30,1,TRUE,FALSE
"147",FALSE,25.21,2.25,30,10.68,1.38, 21,hpc, 0,30,1,TRUE,FALSE
"148",FALSE, 0.00,0.00,40,26.42,3.16, 22,ec, 0, 0,0,FALSE,FALSE
"149",FALSE,25.65,2.10,40, 9.08,3.16, 22,ecc, 0,40,1,TRUE,FALSE
"150",FALSE, 0.00,0.00,40, 8.34,4.73, 22,er,40, 0,0,FALSE,TRUE
"151",FALSE,25.65,2.10,40, 8.52,4.73, 22,erc,40,40,1,TRUE,TRUE
"152",FALSE, 0.00,0.00,40,22.04,2.74, 22,gc, 0, 0,0,FALSE,FALSE
"153",FALSE,25.65,2.10,40, 6.67,2.74, 22,gcc, 0,40,1,TRUE,FALSE
"154",TRUE,25.65,2.10,40, 8.81,1.26, 22,hpc, 0,40,1,TRUE,FALSE
"155",FALSE, 0.00,0.00,50,25.92,4.07, 23,ec, 0, 0,0,FALSE,FALSE
"156",FALSE,25.21,2.83,50, 8.06,4.07, 23,ecc, 0,50,1,TRUE,FALSE
"157",FALSE, 0.00,0.00,50, 6.94,3.33, 23,er,50, 0,0,FALSE,TRUE
"158",FALSE,25.21,2.83,50, 6.34,3.33, 23,erc,50,50,1,TRUE,TRUE
"159",TRUE, 0.00,0.00,50,14.50,2.42, 23,gc, 0, 0,0,FALSE,FALSE
"160",FALSE,25.21,2.83,50, 8.95,2.42, 23,gcc, 0,50,1,TRUE,FALSE
"161",FALSE,25.21,2.83,50, 9.52,1.37, 23,hpc, 0,50,1,TRUE,FALSE
"162",FALSE, 0.00,0.00,30,29.64,4.29, 24,ec, 0, 0,0,FALSE,FALSE
"163",FALSE,24.28,2.54,30, 9.18,4.29, 24,ecc, 0,30,1,TRUE,FALSE
"164",FALSE, 0.00,0.00,30, 6.37,3.82, 24,er,30, 0,0,FALSE,TRUE
"165",FALSE,24.28,2.54,30, 8.06,3.82, 24,erc,30,30,1,TRUE,TRUE
"166",FALSE, 0.00,0.00,30,25.94,2.38, 24,gc, 0, 0,0,FALSE,FALSE
"167",TRUE,24.28,2.54,30, 9.82,2.38, 24,gcc, 0,30,1,TRUE,FALSE
"168",FALSE,24.28,2.54,30,12.88,1.39, 24,hpc, 0,30,1,TRUE,FALSE
"169",FALSE, 0.00,0.00,20,29.40,2.89, 25,ec, 0, 0,0,FALSE,FALSE
"170",FALSE,20.04,2.84,20, 9.59,2.89, 25,ecc, 0,20,1,TRUE,FALSE
"171",FALSE, 0.00,0.00,20, 8.43,4.54, 25,er,20, 0,0,FALSE,TRUE
"172",FALSE,20.04,2.84,20,10.70,4.54, 25,erc,20,20,1,TRUE,TRUE
"173",FALSE, 0.00,0.00,20,22.04,2.19, 25,gc, 0, 0,0,FALSE,FALSE
"174",TRUE,20.04,2.84,20, 6.60,2.19, 25,gcc, 0,20,1,TRUE,FALSE
"175",FALSE,20.04,2.84,20,10.83,0.96, 25,hpc, 0,20,1,TRUE,FALSE
"176",FALSE, 0.00,0.00,30,20.63,3.63, 26,ec, 0, 0,0,FALSE,FALSE
"177",FALSE,30.59,2.03,30, 8.38,3.63, 26,ecc, 0,30,1,TRUE,FALSE
"178",FALSE, 0.00,0.00,30, 9.17,3.78, 26,er,30, 0,0,FALSE,TRUE
"179",FALSE,30.59,2.03,30, 8.09,3.78, 26,erc,30,30,1,TRUE,TRUE
"180",FALSE, 0.00,0.00,30,25.41,2.41, 26,gc, 0, 0,0,FALSE,FALSE
"181",FALSE,30.59,2.03,30, 8.94,2.41, 26,gcc, 0,30,1,TRUE,FALSE
"182",TRUE,30.59,2.03,30, 9.81,1.65, 26,hpc, 0,30,1,TRUE,FALSE
"183",FALSE, 0.00,0.00,70,26.77,4.85, 27,ec, 0, 0,0,FALSE,FALSE
"184",FALSE,27.79,2.85,70,10.16,4.85, 27,ecc, 0,70,1,TRUE,FALSE
"185",FALSE, 0.00,0.00,70, 9.15,4.37, 27,er,70, 0,0,FALSE,TRUE
"186",FALSE,27.79,2.85,70, 7.67,4.37, 27,erc,70,70,1,TRUE,TRUE
"187",FALSE, 0.00,0.00,70,26.04,2.20, 27,gc, 0, 0,0,FALSE,FALSE
"188",TRUE,27.79,2.85,70, 6.21,2.20, 27,gcc, 0,70,1,TRUE,FALSE
"189",FALSE,27.79,2.85,70, 7.85,1.37, 27,hpc, 0,70,1,TRUE,FALSE
"190",FALSE, 0.00,0.00,60,25.89,3.30, 28,ec, 0, 0,0,FALSE,FALSE
"191",FALSE,25.58,2.65,60, 7.85,3.30, 28,ecc, 0,60,1,TRUE,FALSE
"192",FALSE, 0.00,0.00,60, 5.75,4.60, 28,er,60, 0,0,FALSE,TRUE
"193",FALSE,25.58,2.65,60, 7.57,4.60, 28,erc,60,60,1,TRUE,TRUE
"194",FALSE, 0.00,0.00,60,23.98,1.53, 28,gc, 0, 0,0,FALSE,FALSE
"195",TRUE,25.58,2.65,60, 6.63,1.53, 28,gcc, 0,60,1,TRUE,FALSE
"196",FALSE,25.58,2.65,60,10.41,1.52, 28,hpc, 0,60,1,TRUE,FALSE
"197",FALSE, 0.00,0.00,20,18.50,4.61, 29,ec, 0, 0,0,FALSE,FALSE
"198",FALSE,22.52,2.30,20, 7.01,4.61, 29,ecc, 0,20,1,TRUE,FALSE
"199",FALSE, 0.00,0.00,20, 6.22,4.43, 29,er,20, 0,0,FALSE,TRUE
"200",FALSE,22.52,2.30,20, 6.29,4.43, 29,erc,20,20,1,TRUE,TRUE
"201",TRUE, 0.00,0.00,20,23.11,1.54, 29,gc, 0, 0,0,FALSE,FALSE
"202",FALSE,22.52,2.30,20, 6.06,1.54, 29,gcc, 0,20,1,TRUE,FALSE
"203",FALSE,22.52,2.30,20,13.31,1.44, 29,hpc, 0,20,1,TRUE,FALSE
"204",FALSE, 0.00,0.00,40,25.58,5.08, 30,ec, 0, 0,0,FALSE,FALSE
"205",FALSE,29.06,2.50,40, 7.55,5.08, 30,ecc, 0,40,1,TRUE,FALSE
"206",FALSE, 0.00,0.00,40, 5.80,4.30, 30,er,40, 0,0,FALSE,TRUE
"207",FALSE,29.06,2.50,40, 8.20,4.30, 30,erc,40,40,1,TRUE,TRUE
"208",FALSE, 0.00,0.00,40,26.53,2.29, 30,gc, 0, 0,0,FALSE,FALSE
"209",TRUE,29.06,2.50,40, 9.73,2.29, 30,gcc, 0,40,1,TRUE,FALSE
"210",FALSE,29.06,2.50,40,13.12,1.49, 30,hpc, 0,40,1,TRUE,FALSE
"211",FALSE, 0.00,0.00,70,18.37,4.06, 31,ec, 0, 0,0,FALSE,FALSE
"212",FALSE,22.56,2.58,70, 8.81,4.06, 31,ecc, 0,70,1,TRUE,FALSE
"213",FALSE, 0.00,0.00,70, 7.55,4.21, 31,er,70, 0,0,FALSE,TRUE
"214",FALSE,22.56,2.58,70, 4.50,4.21, 31,erc,70,70,1,TRUE,TRUE
"215",FALSE, 0.00,0.00,70,21.15,1.95, 31,gc, 0, 0,0,FALSE,FALSE
"216",TRUE,22.56,2.58,70, 6.56,1.95, 31,gcc, 0,70,1,TRUE,FALSE
"217",FALSE,22.56,2.58,70,11.26,1.45, 31,hpc, 0,70,1,TRUE,FALSE
"218",FALSE, 0.00,0.00,20,25.96,4.20, 32,ec, 0, 0,0,FALSE,FALSE
"219",FALSE,25.72,2.81,20, 9.09,4.20, 32,ecc, 0,20,1,TRUE,FALSE
"220",TRUE, 0.00,0.00,20, 6.11,4.02, 32,er,20, 0,0,FALSE,TRUE
"221",FALSE,25.72,2.81,20, 7.38,4.02, 32,erc,20,20,1,TRUE,TRUE
"222",FALSE, 0.00,0.00,20,26.43,2.38, 32,gc, 0, 0,0,FALSE,FALSE
"223",FALSE,25.72,2.81,20, 8.41,2.38, 32,gcc, 0,20,1,TRUE,FALSE
"224",FALSE,25.72,2.81,20,10.85,1.27, 32,hpc, 0,20,1,TRUE,FALSE
"225",FALSE, 0.00,0.00,60,20.58,4.32, 33,ec, 0, 0,0,FALSE,FALSE
"226",FALSE,26.09,2.46,60, 7.97,4.32, 33,ecc, 0,60,1,TRUE,FALSE
"227",FALSE, 0.00,0.00,60, 7.78,3.17, 33,er,60, 0,0,FALSE,TRUE
"228",FALSE,26.09,2.46,60, 8.56,3.17, 33,erc,60,60,1,TRUE,TRUE
"229",FALSE, 0.00,0.00,60,20.42,1.77, 33,gc, 0, 0,0,FALSE,FALSE
"230",TRUE,26.09,2.46,60, 8.22,1.77, 33,gcc, 0,60,1,TRUE,FALSE
"231",FALSE,26.09,2.46,60,10.70,1.07, 33,hpc, 0,60,1,TRUE,FALSE
"232",FALSE, 0.00,0.00,50,24.48,3.33, 34,ec, 0, 0,0,FALSE,FALSE
"233",FALSE,26.17,2.53,50, 8.08,3.33, 34,ecc, 0,50,1,TRUE,FALSE
"234",FALSE, 0.00,0.00,50, 7.39,4.83, 34,er,50, 0,0,FALSE,TRUE
"235",FALSE,26.17,2.53,50, 8.17,4.83, 34,erc,50,50,1,TRUE,TRUE
"236",FALSE, 0.00,0.00,50,24.66,2.12, 34,gc, 0, 0,0,FALSE,FALSE
"237",TRUE,26.17,2.53,50,11.16,2.12, 34,gcc, 0,50,1,TRUE,FALSE
"238",FALSE,26.17,2.53,50, 9.54,1.53, 34,hpc, 0,50,1,TRUE,FALSE
"239",FALSE, 0.00,0.00,60,25.63,3.17, 35,ec, 0, 0,0,FALSE,FALSE
"240",FALSE,23.07,2.65,60, 8.62,3.17, 35,ecc, 0,60,1,TRUE,FALSE
"241",FALSE, 0.00,0.00,60, 8.62,3.44, 35,er,60, 0,0,FALSE,TRUE
"242",FALSE,23.07,2.65,60, 9.80,3.44, 35,erc,60,60,1,TRUE,TRUE
"243",FALSE, 0.00,0.00,60,22.72,2.20, 35,gc, 0, 0,0,FALSE,FALSE
"244",FALSE,23.07,2.65,60, 8.83,2.20, 35,gcc, 0,60,1,TRUE,FALSE
"245",TRUE,23.07,2.65,60,11.10,1.67, 35,hpc, 0,60,1,TRUE,FALSE
"246",FALSE, 0.00,0.00,30,25.55,4.31, 36,ec, 0, 0,0,FALSE,FALSE
"247",FALSE,31.17,1.99,30, 7.04,4.31, 36,ecc, 0,30,1,TRUE,FALSE
"248",FALSE, 0.00,0.00,30, 9.58,3.54, 36,er,30, 0,0,FALSE,TRUE
"249",FALSE,31.17,1.99,30, 7.37,3.54, 36,erc,30,30,1,TRUE,TRUE
"250",FALSE, 0.00,0.00,30,28.43,2.35, 36,gc, 0, 0,0,FALSE,FALSE
"251",TRUE,31.17,1.99,30, 8.37,2.35, 36,gcc, 0,30,1,TRUE,FALSE
"252",FALSE,31.17,1.99,30,12.28,1.75, 36,hpc, 0,30,1,TRUE,FALSE
"253",FALSE, 0.00,0.00,30,27.15,4.46, 37,ec, 0, 0,0,FALSE,FALSE
"254",FALSE,25.80,2.45,30, 9.65,4.46, 37,ecc, 0,30,1,TRUE,FALSE
"255",FALSE, 0.00,0.00,30, 9.31,4.56, 37,er,30, 0,0,FALSE,TRUE
"256",FALSE,25.80,2.45,30, 9.28,4.56, 37,erc,30,30,1,TRUE,TRUE
"257",FALSE, 0.00,0.00,30,26.45,3.03, 37,gc, 0, 0,0,FALSE,FALSE
"258",TRUE,25.80,2.45,30, 9.93,3.03, 37,gcc, 0,30,1,TRUE,FALSE
"259",FALSE,25.80,2.45,30,15.02,1.95, 37,hpc, 0,30,1,TRUE,FALSE
"260",FALSE, 0.00,0.00,30,21.94,3.81, 38,ec, 0, 0,0,FALSE,FALSE
"261",FALSE,28.30,2.55,30, 7.59,3.81, 38,ecc, 0,30,1,TRUE,FALSE
"262",FALSE, 0.00,0.00,30, 8.33,4.23, 38,er,30, 0,0,FALSE,TRUE
"263",FALSE,28.30,2.55,30, 9.33,4.23, 38,erc,30,30,1,TRUE,TRUE
"264",FALSE, 0.00,0.00,30,26.67,2.17, 38,gc, 0, 0,0,FALSE,FALSE
"265",TRUE,28.30,2.55,30, 8.52,2.17, 38,gcc, 0,30,1,TRUE,FALSE
"266",FALSE,28.30,2.55,30, 6.86,1.84, 38,hpc, 0,30,1,TRUE,FALSE
"267",FALSE, 0.00,0.00,40,29.13,4.17, 39,ec, 0, 0,0,FALSE,FALSE
"268",FALSE,24.96,2.42,40,10.14,4.17, 39,ecc, 0,40,1,TRUE,FALSE
"269",FALSE, 0.00,0.00,40, 9.16,5.01, 39,er,40, 0,0,FALSE,TRUE
"270",FALSE,24.96,2.42,40, 6.90,5.01, 39,erc,40,40,1,TRUE,TRUE
"271",FALSE, 0.00,0.00,40,25.51,1.93, 39,gc, 0, 0,0,FALSE,FALSE
"272",TRUE,24.96,2.42,40, 7.13,1.93, 39,gcc, 0,40,1,TRUE,FALSE
"273",FALSE,24.96,2.42,40,12.73,1.51, 39,hpc, 0,40,1,TRUE,FALSE
"274",FALSE, 0.00,0.00,40,21.83,2.33, 40,ec, 0, 0,0,FALSE,FALSE
"275",FALSE,29.19,2.07,40, 7.71,2.33, 40,ecc, 0,40,1,TRUE,FALSE
