id,disp.sunshine,disp.keebler,disp.nabisco,disp.private,feat.sunshine,feat.keebler,feat.nabisco,feat.private,price.sunshine,price.keebler,price.nabisco,price.private,choice
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,109.00000000000001,83.99999700000001,nabisco
5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,105.0,125.0,129.0,64.999998,keebler
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,125.0,99.000001,61.000001000000005,keebler
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,99.000001,99.000001,64.999998,keebler
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,88.0,88.999999,67.00000200000001,private
6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.000002,98.000002,88.999999,68.000001,nabisco
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.000001,109.00000000000001,99.000001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,88.999999,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,76.999998,77.999997,nabisco
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,105.0,109.00000000000001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,109.00000000000001,88.999999,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,102.0,114.99999999999999,64.999998,nabisco
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,119.00001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,119.00001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,119.00001,55.000001,private
6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,114.99999999999999,99.000001,60.000001999999995,nabisco
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,119.00001,74.000001,70.99999799999999,nabisco
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,119.00001,99.000001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,99.000001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,99.000001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,109.00000000000001,129.0,55.000001,private
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.000002,121.0,119.00001,55.000001,private
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,129.0,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,129.0,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,55.000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,55.000001,private
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,129.0,58.99999700000001,private
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.999999,121.0,99.000001,58.99999700000001,private
6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,129.0,58.99999700000001,private
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94.999999,119.00001,129.0,58.99999700000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,122.0,129.0,58.99999700000001,private
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,104.0,123.0,58.99999700000001,private
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,99.000001,69.0,69.0,nabisco
7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,88.999999,88.999999,99.000001,61.000001000000005,keebler
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.99999799999999,119.00001,49.000001,68.000001,nabisco
7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.00000200000001,125.0,105.99999,49.000001,sunshine
7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,93.000001,99.000001,98.000002,57.999998,keebler
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.000003,114.99999999999999,99.000001,61.000001000000005,nabisco
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.00000000000001,119.00001,114.99999999999999,73.000002,nabisco
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,135.0,129.0,79.00000200000001,nabisco
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,129.0,125.0,61.000001000000005,nabisco
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,99.000001,83.99999700000001,nabisco
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.00001,129.0,129.0,88.999999,keebler
7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,93.000001,112.00000000000001,98.000002,63.0,nabisco
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.00001,129.0,129.0,88.999999,nabisco
7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,58.99999700000001,81.999999,nabisco
7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,58.99999700000001,81.999999,nabisco
7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,105.0,99.000001,125.0,61.000001000000005,keebler
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,129.0,99.000001,61.000001000000005,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,88.0,120.0,70.99999799999999,nabisco
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.000001,109.00000000000001,99.000001,70.99999799999999,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,109.00000000000001,109.00000000000001,77.999997,nabisco
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.000001,109.00000000000001,88.999999,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,105.0,99.000001,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,105.0,109.00000000000001,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,109.00000000000001,88.999999,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,114.99999999999999,88.999999,79.00000200000001,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,119.00001,63.999998999999995,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,119.00001,63.999998999999995,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,119.00001,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,99.000001,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,99.000001,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,109.00000000000001,129.0,77.999997,nabisco
8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,98.000002,121.0,119.00001,63.999998999999995,nabisco
8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.000002,121.0,119.00001,63.999998999999995,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.000002,119.00001,129.0,77.999997,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,77.999997,nabisco
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,88.0,nabisco
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,129.0,79.00000200000001,nabisco
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,109.00000000000001,95.99999799999999,nabisco
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,129.0,93.000001,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,109.00000000000001,86.000001,nabisco
8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,88.999999,109.00000000000001,129.0,95.99999799999999,nabisco
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.999999,125.0,99.000001,81.999999,nabisco
8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,129.0,104.0,129.0,95.99999799999999,nabisco
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.000001,109.00000000000001,109.00000000000001,77.999997,sunshine
9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.000001,109.00000000000001,109.00000000000001,77.999997,sunshine
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,119.00001,63.999998999999995,sunshine
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,119.00001,77.999997,sunshine
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,109.00000000000001,119.00001,83.99999700000001,sunshine
9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,129.0,88.999999,private
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.99999799999999,139.0,114.99999999999999,68.000001,nabisco
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,119.00001,63.999998999999995,sunshine
9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,77.999997,sunshine
9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,88.0,sunshine
9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,88.0,sunshine
9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,129.0,79.00000200000001,nabisco
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,109.00000000000001,83.99999700000001,sunshine
9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.999999,121.0,99.000001,86.000001,nabisco
9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,121.0,99.000001,86.000001,sunshine
9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,129.0,95.99999799999999,keebler
9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.99999799999999,139.0,109.00000000000001,68.000001,nabisco
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,129.0,79.00000200000001,sunshine
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,104.0,129.0,95.99999799999999,sunshine
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,88.0,120.0,70.99999799999999,nabisco
10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.000002,99.000001,99.000001,70.99999799999999,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99.000001,109.00000000000001,88.999999,70.99999799999999,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.000001,109.00000000000001,99.000001,70.99999799999999,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.000001,109.00000000000001,109.00000000000001,77.999997,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.000001,109.00000000000001,109.00000000000001,77.999997,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.99999700000001,109.00000000000001,88.999999,77.999997,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,109.00000000000001,88.999999,77.999997,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,105.0,109.00000000000001,77.999997,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,109.00000000000001,88.999999,77.999997,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,88.999999,77.999997,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,109.00000000000001,119.00001,63.999998999999995,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,109.00000000000001,119.00001,63.999998999999995,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.000001,109.00000000000001,119.00001,70.99999799999999,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,109.00000000000001,119.00001,83.99999700000001,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,109.00000000000001,119.00001,77.999997,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.999999,119.00001,99.000001,77.999997,nabisco
10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,109.00000000000001,121.0,119.00001,69.0,private
10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,97.000003,114.99999999999999,109.00000000000001,56.999999,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,119.00001,63.999998999999995,nabisco
10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.00000200000001,119.00001,129.0,77.999997,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,119.00001,129.0,88.999999,private
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,109.00000000000001,77.999997,nabisco
10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,79.00000200000001,121.0,83.99999700000001,77.999997,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,97.000003,125.0,109.00000000000001,60.000001999999995,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,77.999997,nabisco
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,88.0,nabisco
10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.00000200000001,121.0,109.00000000000001,88.0,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,109.00000000000001,79.00000200000001,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,129.0,79.00000200000001,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.000003,125.0,100.0,64.999998,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,109.00000000000001,92.00000200000001,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,125.0,99.000001,64.999998,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,125.0,99.000001,64.999998,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.00000000000001,121.0,99.000001,86.000001,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94.999999,125.0,99.000001,81.999999,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,129.0,129.0,58.99999700000001,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,129.0,99.000001,58.99999700000001,nabisco
10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,129.0,99.000001,58.99999700000001,nabisco
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.999999,104.0,99.000001,72.000003,nabisco
