chid,alt,id,choice,available,env,post,cm,lnb,age,vcost,kcost
3,7.0,2,False,0.0,regulated,0.0,0.0,1.0,-1.1,0.0,0.0
3,8.0,2,False,0.0,regulated,0.0,1.0,1.0,-1.1,0.0,0.0
3,9.0,2,False,0.0,regulated,1.0,1.0,1.0,-1.1,0.0,0.0
3,10.0,2,False,1.0,regulated,0.0,0.0,0.0,-1.1,32.64828,0.0
3,11.0,2,False,0.0,regulated,0.0,1.0,0.0,-1.1,0.0,0.0
3,12.0,2,False,0.0,regulated,1.0,1.0,0.0,-1.1,0.0,0.0
3,13.0,2,False,0.0,regulated,1.0,1.0,0.0,-1.1,0.0,0.0
3,14.0,2,True,1.0,regulated,1.0,0.0,0.0,-1.1,10.1338,39.12153
3,15.0,2,False,1.0,regulated,1.0,0.0,0.0,-1.1,26.99893,3.4704
4,1.0,2,False,0.0,regulated,0.0,1.0,1.0,1.0,0.0,0.0
4,2.0,2,False,1.0,regulated,0.0,1.0,0.0,1.0,6.638455,1.056
4,3.0,2,False,0.0,regulated,0.0,0.0,1.0,1.0,0.0,0.0
4,4.0,2,False,0.0,regulated,0.0,0.0,1.0,1.0,0.0,0.0
4,5.0,2,False,0.0,regulated,0.0,0.0,1.0,1.0,0.0,0.0
4,6.0,2,False,0.0,regulated,1.0,0.0,1.0,1.0,0.0,0.0
4,7.0,2,True,1.0,regulated,0.0,0.0,1.0,1.0,3.981413,1.881
4,8.0,2,False,1.0,regulated,0.0,1.0,1.0,1.0,3.024058,3.091
4,9.0,2,False,1.0,regulated,1.0,1.0,1.0,1.0,1.774337,12.0637
4,10.0,2,False,1.0,regulated,0.0,0.0,0.0,1.0,8.205046,0.0
4,11.0,2,False,1.0,regulated,0.0,1.0,0.0,1.0,7.001539,1.21
4,12.0,2,False,1.0,regulated,1.0,1.0,0.0,1.0,2.299223,10.8438
4,13.0,2,False,0.0,regulated,1.0,1.0,0.0,1.0,0.0,0.0
4,14.0,2,False,1.0,regulated,1.0,0.0,0.0,1.0,2.486907,9.6338
4,15.0,2,False,1.0,regulated,1.0,0.0,0.0,1.0,6.497987,2.453
5,1.0,2,False,0.0,regulated,0.0,1.0,1.0,0.9,0.0,0.0
5,2.0,2,False,1.0,regulated,0.0,1.0,0.0,0.9,5.962776,1.0656
5,3.0,2,False,0.0,regulated,0.0,0.0,1.0,0.9,0.0,0.0
5,4.0,2,False,0.0,regulated,0.0,0.0,1.0,0.9,0.0,0.0
5,5.0,2,False,0.0,regulated,0.0,0.0,1.0,0.9,0.0,0.0
5,6.0,2,False,0.0,regulated,1.0,0.0,1.0,0.9,0.0,0.0
5,7.0,2,True,1.0,regulated,0.0,0.0,1.0,0.9,3.551925,1.8315
5,8.0,2,False,1.0,regulated,0.0,1.0,1.0,0.9,2.690815,3.0414
5,9.0,2,False,1.0,regulated,1.0,1.0,1.0,0.9,1.593184,11.81373
5,10.0,2,False,1.0,regulated,0.0,0.0,0.0,0.9,7.39992,0.0
5,11.0,2,False,1.0,regulated,0.0,1.0,0.0,0.9,6.316812,1.2099
5,12.0,2,False,1.0,regulated,1.0,1.0,0.0,0.9,2.080788,10.62603
5,13.0,2,False,0.0,regulated,1.0,1.0,0.0,0.9,0.0,0.0
5,14.0,2,False,1.0,regulated,1.0,0.0,0.0,0.9,2.220539,9.41613
5,15.0,2,False,1.0,regulated,1.0,0.0,0.0,0.9,5.840911,2.442
6,1.0,2,False,1.0,regulated,0.0,1.0,1.0,0.5,3.776838,3.3901
6,2.0,2,False,1.0,regulated,0.0,1.0,0.0,0.5,5.583788,1.8036
6,3.0,2,False,1.0,regulated,0.0,0.0,1.0,0.5,4.66762,1.5865
6,4.0,2,False,1.0,regulated,0.0,0.0,1.0,0.5,4.427912,3.7575
6,5.0,2,True,1.0,regulated,0.0,0.0,1.0,0.5,4.083955,5.0601
6,6.0,2,False,1.0,regulated,1.0,0.0,1.0,0.5,2.070638,15.00996
6,7.0,2,False,0.0,regulated,0.0,0.0,1.0,0.5,0.0,0.0
6,8.0,2,False,0.0,regulated,0.0,1.0,1.0,0.5,0.0,0.0
6,9.0,2,False,0.0,regulated,1.0,1.0,1.0,0.5,0.0,0.0
6,10.0,2,False,1.0,regulated,0.0,0.0,0.0,0.5,6.879131,0.0
6,11.0,2,False,0.0,regulated,0.0,1.0,0.0,0.5,0.0,0.0
6,12.0,2,False,0.0,regulated,1.0,1.0,0.0,0.5,0.0,0.0
6,13.0,2,False,0.0,regulated,1.0,1.0,0.0,0.5,0.0,0.0
6,14.0,2,False,1.0,regulated,1.0,0.0,0.0,0.5,2.237425,10.65293
6,15.0,2,False,1.0,regulated,1.0,0.0,0.0,0.5,5.373989,1.8871
7,1.0,2,False,1.0,regulated,0.0,1.0,1.0,0.3,3.05792,3.4338
7,2.0,2,False,1.0,regulated,0.0,1.0,0.0,0.3,4.128146,1.8231
7,3.0,2,False,0.0,regulated,0.0,0.0,1.0,0.3,3.77406,1.6107
7,4.0,2,False,1.0,regulated,0.0,0.0,1.0,0.3,3.632458,3.8232
7,5.0,2,False,0.0,regulated,0.0,0.0,1.0,0.3,3.37484,5.1507
7,6.0,2,False,0.0,regulated,1.0,0.0,1.0,0.3,2.216425,14.15646
7,7.0,2,False,0.0,regulated,0.0,0.0,1.0,0.3,0.0,0.0
7,8.0,2,False,0.0,regulated,0.0,1.0,1.0,0.3,0.0,0.0
7,9.0,2,False,0.0,regulated,1.0,1.0,1.0,0.3,0.0,0.0
7,10.0,2,True,1.0,regulated,0.0,0.0,0.0,0.3,5.152355,0.0
7,11.0,2,False,0.0,regulated,0.0,1.0,0.0,0.3,0.0,0.0
7,12.0,2,False,0.0,regulated,1.0,1.0,0.0,0.3,0.0,0.0
7,13.0,2,False,0.0,regulated,1.0,1.0,0.0,0.3,0.0,0.0
7,14.0,2,False,1.0,regulated,1.0,0.0,0.0,0.3,2.209616,9.39339
7,15.0,2,False,1.0,regulated,1.0,0.0,0.0,0.3,4.004797,1.8762
8,1.0,3,False,0.0,regulated,0.0,1.0,1.0,-0.4,0.0,0.0
8,2.0,3,False,0.0,regulated,0.0,1.0,0.0,-0.4,0.0,0.0
8,3.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.4,0.0,0.0
8,4.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.4,0.0,0.0
8,5.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.4,0.0,0.0
8,6.0,3,False,0.0,regulated,1.0,0.0,1.0,-0.4,0.0,0.0
8,7.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.4,0.0,0.0
8,8.0,3,False,0.0,regulated,0.0,1.0,1.0,-0.4,0.0,0.0
8,9.0,3,False,0.0,regulated,1.0,1.0,1.0,-0.4,0.0,0.0
8,10.0,3,False,1.0,regulated,0.0,0.0,0.0,-0.4,13.48028,0.0
8,11.0,3,True,1.0,regulated,0.0,1.0,0.0,-0.4,11.01801,1.31
8,12.0,3,False,0.0,regulated,1.0,1.0,0.0,-0.4,0.0,0.0
8,13.0,3,False,0.0,regulated,1.0,1.0,0.0,-0.4,0.0,0.0
8,14.0,3,False,1.0,regulated,1.0,0.0,0.0,-0.4,4.144125,16.28068
8,15.0,3,False,1.0,regulated,1.0,0.0,0.0,-0.4,10.73291,2.6986
9,1.0,3,False,0.0,regulated,0.0,1.0,1.0,-0.5,0.0,0.0
9,2.0,3,False,0.0,regulated,0.0,1.0,0.0,-0.5,0.0,0.0
9,3.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.5,0.0,0.0
9,4.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.5,0.0,0.0
9,5.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.5,0.0,0.0
9,6.0,3,False,0.0,regulated,1.0,0.0,1.0,-0.5,0.0,0.0
9,7.0,3,False,0.0,regulated,0.0,0.0,1.0,-0.5,0.0,0.0
9,8.0,3,True,1.0,regulated,0.0,1.0,1.0,-0.5,4.528852,5.406
9,9.0,3,False,0.0,regulated,1.0,1.0,1.0,-0.5,3.174804,19.1964
9,10.0,3,False,1.0,regulated,0.0,0.0,0.0,-0.5,8.558639,0.0
9,11.0,3,False,1.0,regulated,0.0,1.0,0.0,-0.5,7.417354,1.3005
9,12.0,3,False,1.0,regulated,1.0,1.0,0.0,-0.5,3.427605,15.7335
9,13.0,3,False,0.0,regulated,1.0,1.0,0.0,-0.5,0.0,0.0
9,14.0,3,False,1.0,regulated,1.0,0.0,0.0,-0.5,3.687641,14.433
9,15.0,3,False,1.0,regulated,1.0,0.0,0.0,-0.5,6.779378,2.754
10,1.0,4,False,0.0,regulated,0.0,1.0,1.0,0.1,0.0,0.0
10,2.0,4,False,0.0,regulated,0.0,1.0,0.0,0.1,0.0,0.0
10,3.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
10,4.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
10,5.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
10,6.0,4,False,0.0,regulated,1.0,0.0,1.0,0.1,0.0,0.0
10,7.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
10,8.0,4,False,0.0,regulated,0.0,1.0,1.0,0.1,4.538376,5.2832
10,9.0,4,False,0.0,regulated,1.0,1.0,1.0,0.1,3.19766,18.82394
10,10.0,4,False,1.0,regulated,0.0,0.0,0.0,0.1,8.619714,0.0
10,11.0,4,True,1.0,regulated,0.0,1.0,0.0,0.1,7.519247,1.2954
10,12.0,4,False,1.0,regulated,1.0,1.0,0.0,0.1,3.464967,15.4813
10,13.0,4,False,0.0,regulated,1.0,1.0,0.0,0.1,0.0,0.0
10,14.0,4,False,1.0,regulated,1.0,0.0,0.0,0.1,3.62332,14.1859
10,15.0,4,False,1.0,regulated,1.0,0.0,0.0,0.1,6.801709,2.667
11,1.0,4,False,0.0,regulated,0.0,1.0,1.0,0.1,0.0,0.0
11,2.0,4,False,0.0,regulated,0.0,1.0,0.0,0.1,0.0,0.0
11,3.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
11,4.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
11,5.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
11,6.0,4,False,0.0,regulated,1.0,0.0,1.0,0.1,0.0,0.0
11,7.0,4,False,0.0,regulated,0.0,0.0,1.0,0.1,0.0,0.0
11,8.0,4,False,0.0,regulated,0.0,1.0,1.0,0.1,4.628581,5.4131
11,9.0,4,False,0.0,regulated,1.0,1.0,1.0,0.1,3.24876,19.21262
11,10.0,4,True,1.0,regulated,0.0,0.0,0.0,0.1,8.805044,0.0
11,11.0,4,False,1.0,regulated,0.0,1.0,0.0,0.1,7.672516,1.295
11,12.0,4,False,1.0,regulated,1.0,1.0,0.0,0.1,3.513438,15.75497
11,13.0,4,False,0.0,regulated,1.0,1.0,0.0,0.1,0.0,0.0
11,14.0,4,False,1.0,regulated,1.0,0.0,0.0,0.1,3.686318,14.45997
11,15.0,4,False,1.0,regulated,1.0,0.0,0.0,0.1,6.946356,2.6677
12,1.0,4,False,0.0,regulated,0.0,1.0,1.0,0.0,0.0,0.0
12,2.0,4,False,0.0,regulated,0.0,1.0,0.0,0.0,0.0,0.0
12,3.0,4,False,0.0,regulated,0.0,0.0,1.0,0.0,0.0,0.0
12,4.0,4,False,0.0,regulated,0.0,0.0,1.0,0.0,0.0,0.0
12,5.0,4,False,0.0,regulated,0.0,0.0,1.0,0.0,0.0,0.0
12,6.0,4,False,0.0,regulated,1.0,0.0,1.0,0.0,0.0,0.0
12,7.0,4,False,0.0,regulated,0.0,0.0,1.0,0.0,0.0,0.0
12,8.0,4,False,0.0,regulated,0.0,1.0,1.0,0.0,5.0182,5.434
12,9.0,4,False,0.0,regulated,1.0,1.0,1.0,0.0,3.520116,19.2348
12,10.0,4,True,1.0,regulated,0.0,0.0,0.0,0.0,9.430594,0.0
12,11.0,4,False,1.0,regulated,0.0,1.0,0.0,0.0,8.234465,1.3
12,12.0,4,False,1.0,regulated,1.0,1.0,0.0,0.0,3.783958,15.756
12,13.0,4,False,0.0,regulated,1.0,1.0,0.0,0.0,0.0,0.0
12,14.0,4,False,1.0,regulated,1.0,0.0,0.0,0.0,3.82777,14.456
12,15.0,4,False,1.0,regulated,1.0,0.0,0.0,0.0,7.443469,2.678
13,1.0,4,False,0.0,regulated,0.0,1.0,1.0,-0.1,0.0,0.0
13,2.0,4,False,0.0,regulated,0.0,1.0,0.0,-0.1,0.0,0.0
13,3.0,4,False,0.0,regulated,0.0,0.0,1.0,-0.1,0.0,0.0
13,4.0,4,False,0.0,regulated,0.0,0.0,1.0,-0.1,0.0,0.0
13,5.0,4,False,0.0,regulated,0.0,0.0,1.0,-0.1,0.0,0.0
13,6.0,4,False,0.0,regulated,1.0,0.0,1.0,-0.1,0.0,0.0
13,7.0,4,False,0.0,regulated,0.0,0.0,1.0,-0.1,0.0,0.0
13,8.0,4,False,0.0,regulated,0.0,1.0,1.0,-0.1,4.560452,5.2992
13,9.0,4,False,0.0,regulated,1.0,1.0,1.0,-0.1,3.220781,18.76224
13,10.0,4,True,1.0,regulated,0.0,0.0,0.0,-0.1,8.560827,0.0
13,11.0,4,False,1.0,regulated,0.0,1.0,0.0,-0.1,7.478744,1.3056
13,12.0,4,False,1.0,regulated,1.0,1.0,0.0,-0.1,3.459743,15.40608
13,13.0,4,False,0.0,regulated,1.0,1.0,0.0,-0.1,0.0,0.0
13,14.0,4,False,1.0,regulated,1.0,0.0,0.0,-0.1,3.494485,14.10048
13,15.0,4,False,1.0,regulated,1.0,0.0,0.0,-0.1,6.757093,2.6624
14,1.0,4,False,1.0,regulated,0.0,1.0,1.0,-1.3,15.39371,15.9285
14,2.0,4,False,1.0,regulated,0.0,1.0,0.0,-1.3,21.09765,10.2459
14,3.0,4,False,0.0,regulated,0.0,0.0,1.0,-1.3,18.96992,5.6826
14,4.0,4,False,0.0,regulated,0.0,0.0,1.0,-1.3,18.27093,9.2988
14,5.0,4,False,1.0,regulated,0.0,0.0,1.0,-1.3,16.94973,12.3984
14,6.0,4,False,1.0,regulated,1.0,0.0,1.0,-1.3,10.68783,51.43614
14,7.0,4,False,0.0,regulated,0.0,0.0,1.0,-1.3,0.0,0.0
14,8.0,4,False,0.0,regulated,0.0,1.0,1.0,-1.3,0.0,0.0
14,9.0,4,False,0.0,regulated,1.0,1.0,1.0,-1.3,0.0,0.0
14,10.0,4,False,1.0,regulated,0.0,0.0,0.0,-1.3,26.42393,0.0
14,11.0,4,False,0.0,regulated,0.0,1.0,0.0,-1.3,0.0,0.0
14,12.0,4,False,0.0,regulated,1.0,1.0,0.0,-1.3,0.0,0.0
14,13.0,4,False,0.0,regulated,1.0,1.0,0.0,-1.3,0.0,0.0
14,14.0,4,True,1.0,regulated,1.0,0.0,0.0,-1.3,10.67247,41.09553
14,15.0,4,False,1.0,regulated,1.0,0.0,0.0,-1.3,22.2656,3.7023
15,1.0,5,False,0.0,public,0.0,1.0,1.0,0.6,0.0,0.0
15,2.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.169655,1.4952
15,3.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
15,4.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
15,5.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
15,6.0,5,False,0.0,public,1.0,0.0,1.0,0.6,0.0,0.0
15,7.0,5,False,0.0,public,0.0,0.0,1.0,0.6,3.234615,2.7056
15,8.0,5,False,0.0,public,0.0,1.0,1.0,0.6,2.686519,3.916
15,9.0,5,False,0.0,public,1.0,1.0,1.0,0.6,1.905051,13.66862
15,10.0,5,False,1.0,public,0.0,0.0,0.0,0.6,5.163868,0.0
15,11.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.460856,1.2104
15,12.0,5,False,1.0,public,1.0,1.0,0.0,0.6,2.073706,11.4009
15,13.0,5,False,0.0,public,1.0,1.0,0.0,0.6,0.0,0.0
15,14.0,5,True,1.0,public,1.0,0.0,0.0,0.6,2.189133,10.1905
15,15.0,5,False,1.0,public,1.0,0.0,0.0,0.6,4.089121,2.5098
16,1.0,5,False,0.0,public,0.0,1.0,1.0,0.6,0.0,0.0
16,2.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.022271,1.4952
16,3.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
16,4.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
16,5.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
16,6.0,5,False,0.0,public,1.0,0.0,1.0,0.6,0.0,0.0
16,7.0,5,False,0.0,public,0.0,0.0,1.0,0.6,3.120719,2.7056
16,8.0,5,False,0.0,public,0.0,1.0,1.0,0.6,2.591997,3.916
16,9.0,5,False,0.0,public,1.0,1.0,1.0,0.6,1.829361,13.6615
16,10.0,5,False,1.0,public,0.0,0.0,0.0,0.6,4.982159,0.0
16,11.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.303971,1.2104
16,12.0,5,False,1.0,public,1.0,1.0,0.0,0.6,1.992129,11.392
16,13.0,5,False,0.0,public,1.0,1.0,0.0,0.6,0.0,0.0
16,14.0,5,True,1.0,public,1.0,0.0,0.0,0.6,2.103157,10.1816
16,15.0,5,False,1.0,public,1.0,0.0,0.0,0.6,3.94472,2.5098
17,1.0,5,False,0.0,public,0.0,1.0,1.0,0.6,0.0,0.0
17,2.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.156477,1.4952
17,3.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
17,4.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
17,5.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
17,6.0,5,False,0.0,public,1.0,0.0,1.0,0.6,0.0,0.0
17,7.0,5,False,0.0,public,0.0,0.0,1.0,0.6,3.221394,2.759
17,8.0,5,False,0.0,public,0.0,1.0,1.0,0.6,2.673431,3.9694
17,9.0,5,False,0.0,public,1.0,1.0,1.0,0.6,1.89404,13.8662
17,10.0,5,False,1.0,public,0.0,0.0,0.0,0.6,5.143231,0.0
17,11.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.440972,1.2104
17,12.0,5,False,1.0,public,1.0,1.0,0.0,0.6,2.066446,11.55042
17,13.0,5,False,0.0,public,1.0,1.0,0.0,0.6,0.0,0.0
17,14.0,5,True,1.0,public,1.0,0.0,0.0,0.6,2.18491,10.34002
17,15.0,5,False,1.0,public,1.0,0.0,0.0,0.6,4.078073,2.5098
18,1.0,5,False,0.0,public,0.0,1.0,1.0,0.6,0.0,0.0
18,2.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.158146,1.4952
18,3.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
18,4.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
18,5.0,5,False,0.0,public,0.0,0.0,1.0,0.6,0.0,0.0
18,6.0,5,False,0.0,public,1.0,0.0,1.0,0.6,0.0,0.0
18,7.0,5,False,0.0,public,0.0,0.0,1.0,0.6,3.225678,2.7412
18,8.0,5,False,0.0,public,0.0,1.0,1.0,0.6,2.677579,3.9516
18,9.0,5,False,0.0,public,1.0,1.0,1.0,0.6,1.8961,13.795
18,10.0,5,False,1.0,public,0.0,0.0,0.0,0.6,5.150811,0.0
18,11.0,5,False,1.0,public,0.0,1.0,0.0,0.6,4.448189,1.2104
18,12.0,5,False,1.0,public,1.0,1.0,0.0,0.6,2.064434,11.49702
18,13.0,5,False,0.0,public,1.0,1.0,0.0,0.6,0.0,0.0
18,14.0,5,True,1.0,public,1.0,0.0,0.0,0.6,2.180698,10.28662
18,15.0,5,False,1.0,public,1.0,0.0,0.0,0.6,4.076094,2.5098
19,1.0,5,False,0.0,public,0.0,1.0,1.0,-0.4,0.0,0.0
19,2.0,5,False,0.0,public,0.0,1.0,0.0,-0.4,0.0,0.0
19,3.0,5,False,0.0,public,0.0,0.0,1.0,-0.4,0.0,0.0
19,4.0,5,False,0.0,public,0.0,0.0,1.0,-0.4,0.0,0.0
19,5.0,5,False,0.0,public,0.0,0.0,1.0,-0.4,0.0,0.0
19,6.0,5,False,0.0,public,1.0,0.0,1.0,-0.4,0.0,0.0
19,7.0,5,False,0.0,public,0.0,0.0,1.0,-0.4,0.0,0.0
19,8.0,5,False,0.0,public,0.0,1.0,1.0,-0.4,6.337869,8.6668
19,9.0,5,False,0.0,public,1.0,1.0,1.0,-0.4,4.634517,33.38562
19,10.0,5,False,1.0,public,0.0,0.0,0.0,-0.4,11.57737,0.0
19,11.0,5,False,1.0,public,0.0,1.0,0.0,-0.4,10.07235,1.3369
19,12.0,5,False,1.0,public,1.0,1.0,0.0,-0.4,4.885876,27.24049
19,13.0,5,False,0.0,public,1.0,1.0,0.0,-0.4,0.0,0.0
19,14.0,5,True,1.0,public,1.0,0.0,0.0,-0.4,4.946854,25.90359
19,15.0,5,False,1.0,public,1.0,0.0,0.0,-0.4,9.417823,2.9965
20,1.0,6,False,0.0,public,0.0,1.0,1.0,0.9,0.0,0.0
20,2.0,6,True,1.0,public,0.0,1.0,0.0,0.9,4.517218,1.0656
20,3.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
20,4.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
20,5.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
20,6.0,6,False,0.0,public,1.0,0.0,1.0,0.9,0.0,0.0
20,7.0,6,False,1.0,public,0.0,0.0,1.0,0.9,3.017965,2.0091
20,8.0,6,False,1.0,public,0.0,1.0,1.0,0.9,2.367989,3.219
20,9.0,6,False,1.0,public,1.0,1.0,1.0,0.9,1.661301,11.5107
20,10.0,6,False,1.0,public,0.0,0.0,0.0,0.9,5.611204,0.0
20,11.0,6,False,1.0,public,0.0,1.0,0.0,0.9,4.792892,1.2099
20,12.0,6,False,1.0,public,1.0,1.0,0.0,0.9,1.658006,10.53945
20,13.0,6,False,0.0,public,1.0,1.0,0.0,0.9,0.0,0.0
20,14.0,6,False,1.0,public,1.0,0.0,0.0,0.9,1.74078,9.32955
20,15.0,6,False,1.0,public,1.0,0.0,0.0,0.9,4.455303,2.4531
21,1.0,6,False,0.0,public,0.0,1.0,1.0,0.9,0.0,0.0
21,2.0,6,False,1.0,public,0.0,1.0,0.0,0.9,4.716356,1.0656
21,3.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
21,4.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
21,5.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
21,6.0,6,False,0.0,public,1.0,0.0,1.0,0.9,0.0,0.0
21,7.0,6,False,1.0,public,0.0,0.0,1.0,0.9,3.116383,2.0202
21,8.0,6,False,1.0,public,0.0,1.0,1.0,0.9,2.440838,3.2301
21,9.0,6,False,1.0,public,1.0,1.0,1.0,0.9,1.699699,11.55843
21,10.0,6,True,1.0,public,0.0,0.0,0.0,0.9,5.821999,0.0
21,11.0,6,False,1.0,public,0.0,1.0,0.0,0.9,4.971794,1.2099
21,12.0,6,False,1.0,public,1.0,1.0,0.0,0.9,1.699085,10.58718
21,13.0,6,False,0.0,public,1.0,1.0,0.0,0.9,0.0,0.0
21,14.0,6,False,1.0,public,1.0,0.0,0.0,0.9,1.773526,9.37728
21,15.0,6,False,1.0,public,1.0,0.0,0.0,0.9,4.568581,2.4531
22,1.0,6,False,0.0,public,0.0,1.0,1.0,0.9,0.0,0.0
22,2.0,6,False,1.0,public,0.0,1.0,0.0,0.9,4.547798,1.0656
22,3.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
22,4.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
22,5.0,6,False,0.0,public,0.0,0.0,1.0,0.9,0.0,0.0
22,6.0,6,False,0.0,public,1.0,0.0,1.0,0.9,0.0,0.0
22,7.0,6,True,1.0,public,0.0,0.0,1.0,0.9,3.030005,2.0313
22,8.0,6,False,1.0,public,0.0,1.0,1.0,0.9,2.3785,3.2412
22,9.0,6,False,1.0,public,1.0,1.0,1.0,0.9,1.660732,11.57175
22,10.0,6,False,1.0,public,0.0,0.0,0.0,0.9,5.622971,0.0
22,11.0,6,False,1.0,public,0.0,1.0,0.0,0.9,4.802775,1.2099
22,12.0,6,False,1.0,public,1.0,1.0,0.0,0.9,1.654684,10.58607
